SANGER_ID	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	nominal_length	library_selection	first_public	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_ftp	submitted_galaxy	sra_bytes	sra_md5	sra_ftp	sample_alias	broker_name	sample_title.1	nominal_sdev
G18000304	SAMEA6375394	ERS4141488	ERX4665436	ERR4795666	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000306	SAMEA6375396	ERS4141490	ERX4665438	ERR4795668	573	Klebsiella pneumoniae	411	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000308	SAMEA6375398	ERS4141492	ERX4665440	ERR4795670	573	Klebsiella pneumoniae	413	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000314	SAMEA6375399	ERS4141493	ERX4665441	ERR4795671	573	Klebsiella pneumoniae	423	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000318	SAMEA6375402	ERS4141496	ERX4665443	ERR4795673	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000744	SAMEA6375514	ERS4141607	ERX4665444	ERR4795674	573	Klebsiella pneumoniae	509	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000347	SAMEA6375403	ERS4141497	ERX4665447	ERR4795677	573	Klebsiella pneumoniae	424	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000351	SAMEA6375407	ERS4141501	ERX4665449	ERR4795679	573	Klebsiella pneumoniae	449	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000759	SAMEA6375519	ERS4141612	ERX4665450	ERR4795680	573	Klebsiella pneumoniae	489	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000361	SAMEA6375406	ERS4141500	ERX4665451	ERR4795681	573	Klebsiella pneumoniae	420	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000765	SAMEA6375521	ERS4141614	ERX4665454	ERR4795684	573	Klebsiella pneumoniae	495	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000372	SAMEA6375411	ERS4141505	ERX4665455	ERR4795685	573	Klebsiella pneumoniae	431	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000767	SAMEA6375522	ERS4141615	ERX4665456	ERR4795686	573	Klebsiella pneumoniae	507	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000771	SAMEA6375523	ERS4141616	ERX4665457	ERR4795687	573	Klebsiella pneumoniae	516	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000773	SAMEA6375527	ERS4141620	ERX4665458	ERR4795688	573	Klebsiella pneumoniae	490	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000374	SAMEA6375413	ERS4141507	ERX4665459	ERR4795689	573	Klebsiella pneumoniae	413	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000776	SAMEA6375524	ERS4141617	ERX4665460	ERR4795690	573	Klebsiella pneumoniae	475	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000375	SAMEA6375414	ERS4141508	ERX4665461	ERR4795691	573	Klebsiella pneumoniae	382	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000792	SAMEA6375528	ERS4141621	ERX4665462	ERR4795692	573	Klebsiella pneumoniae	476	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000376	SAMEA6375415	ERS4141509	ERX4665463	ERR4795693	573	Klebsiella pneumoniae	379	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000382	SAMEA6375416	ERS4141510	ERX4665465	ERR4795695	573	Klebsiella pneumoniae	422	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000389	SAMEA6375422	ERS4141515	ERX4665467	ERR4795697	573	Klebsiella pneumoniae	414	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000801	SAMEA6375531	ERS4141624	ERX4665468	ERR4795698	573	Klebsiella pneumoniae	501	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000807	SAMEA6375532	ERS4141625	ERX4665469	ERR4795699	573	Klebsiella pneumoniae	516	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000395	SAMEA6375419	ERS4141512	ERX4665470	ERR4795700	573	Klebsiella pneumoniae	438	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000809	SAMEA6375533	ERS4141626	ERX4665471	ERR4795701	573	Klebsiella pneumoniae	480	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000397	SAMEA6375420	ERS4141513	ERX4665472	ERR4795702	573	Klebsiella pneumoniae	411	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000810	SAMEA6375535	ERS4141628	ERX4665473	ERR4795703	573	Klebsiella pneumoniae	490	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000399	SAMEA6375421	ERS4141514	ERX4665474	ERR4795704	573	Klebsiella pneumoniae	417	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000821	SAMEA6375534	ERS4141627	ERX4665475	ERR4795705	573	Klebsiella pneumoniae	501	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000410	SAMEA6375424	ERS4141517	ERX4665476	ERR4795706	573	Klebsiella pneumoniae	416	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000412	SAMEA6375425	ERS4141518	ERX4665478	ERR4795708	573	Klebsiella pneumoniae	436	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000832	SAMEA6375536	ERS4141629	ERX4665479	ERR4795709	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000419	SAMEA6375429	ERS4141522	ERX4665482	ERR4795712	573	Klebsiella pneumoniae	440	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000422	SAMEA6375438	ERS4141531	ERX4665483	ERR4795713	573	Klebsiella pneumoniae	436	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000423	SAMEA6375430	ERS4141523	ERX4665485	ERR4795715	573	Klebsiella pneumoniae	437	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000857	SAMEA6375544	ERS4141637	ERX4665486	ERR4795716	573	Klebsiella pneumoniae	497	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000870	SAMEA6375543	ERS4141636	ERX4665488	ERR4795718	573	Klebsiella pneumoniae	511	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000871	SAMEA6375545	ERS4141638	ERX4665489	ERR4795719	573	Klebsiella pneumoniae	497	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000884	SAMEA6375548	ERS4141641	ERX4665492	ERR4795722	573	Klebsiella pneumoniae	488	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000451	SAMEA6375433	ERS4141526	ERX4665493	ERR4795723	573	Klebsiella pneumoniae	439	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000916	SAMEA6375554	ERS4141647	ERX4665495	ERR4795725	573	Klebsiella pneumoniae	468	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000461	SAMEA6375435	ERS4141528	ERX4665496	ERR4795726	573	Klebsiella pneumoniae	434	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000926	SAMEA6375555	ERS4141648	ERX4665497	ERR4795727	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000471	SAMEA6375440	ERS4141533	ERX4665499	ERR4795729	573	Klebsiella pneumoniae	397	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000935	SAMEA6375558	ERS4141651	ERX4665500	ERR4795730	573	Klebsiella pneumoniae	512	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000478	SAMEA6375444	ERS4141537	ERX4665501	ERR4795731	573	Klebsiella pneumoniae	456	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000939	SAMEA6375560	ERS4141653	ERX4665502	ERR4795732	573	Klebsiella pneumoniae	481	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000479	SAMEA6375443	ERS4141536	ERX4665503	ERR4795733	573	Klebsiella pneumoniae	422	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000480	SAMEA6375446	ERS4141539	ERX4665505	ERR4795735	573	Klebsiella pneumoniae	418	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000957	SAMEA6375562	ERS4141655	ERX4665506	ERR4795736	573	Klebsiella pneumoniae	481	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000481	SAMEA6375450	ERS4141543	ERX4665507	ERR4795737	573	Klebsiella pneumoniae	450	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000960	SAMEA6375563	ERS4141656	ERX4665508	ERR4795738	573	Klebsiella pneumoniae	503	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000482	SAMEA6375445	ERS4141538	ERX4665509	ERR4795739	573	Klebsiella pneumoniae	439	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000961	SAMEA6375567	ERS4141660	ERX4665510	ERR4795740	573	Klebsiella pneumoniae	524	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000967	SAMEA6375565	ERS4141658	ERX4665511	ERR4795741	573	Klebsiella pneumoniae	506	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000487	SAMEA6375449	ERS4141542	ERX4665512	ERR4795742	573	Klebsiella pneumoniae	437	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000968	SAMEA6375566	ERS4141659	ERX4665513	ERR4795743	573	Klebsiella pneumoniae	518	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000490	SAMEA6375452	ERS4141545	ERX4665514	ERR4795744	573	Klebsiella pneumoniae	410	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000969	SAMEA6375568	ERS4141661	ERX4665515	ERR4795745	573	Klebsiella pneumoniae	502	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000971	SAMEA6375569	ERS4141662	ERX4665516	ERR4795746	573	Klebsiella pneumoniae	505	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000506	SAMEA6375456	ERS4141549	ERX4665518	ERR4795748	573	Klebsiella pneumoniae	446	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000973	SAMEA6375570	ERS4141663	ERX4665519	ERR4795749	573	Klebsiella pneumoniae	472	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000507	SAMEA6375455	ERS4141548	ERX4665520	ERR4795750	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000509	SAMEA6375457	ERS4141550	ERX4665521	ERR4795751	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000978	SAMEA6375577	ERS4141670	ERX4665522	ERR4795752	573	Klebsiella pneumoniae	506	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000980	SAMEA6375579	ERS4141672	ERX4665524	ERR4795754	573	Klebsiella pneumoniae	513	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000523	SAMEA6375459	ERS4141552	ERX4665525	ERR4795755	573	Klebsiella pneumoniae	454	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000981	SAMEA6375580	ERS4141673	ERX4665526	ERR4795756	573	Klebsiella pneumoniae	498	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000982	SAMEA6375581	ERS4141674	ERX4665527	ERR4795757	573	Klebsiella pneumoniae	524	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000530	SAMEA6375464	ERS4141557	ERX4665528	ERR4795758	573	Klebsiella pneumoniae	441	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000983	SAMEA6375583	ERS4141676	ERX4665529	ERR4795759	573	Klebsiella pneumoniae	520	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000985	SAMEA6375584	ERS4141677	ERX4665530	ERR4795760	573	Klebsiella pneumoniae	499	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000535	SAMEA6375461	ERS4141554	ERX4665531	ERR4795761	573	Klebsiella pneumoniae	438	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000987	SAMEA6375582	ERS4141675	ERX4665532	ERR4795762	573	Klebsiella pneumoniae	524	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000542	SAMEA6375462	ERS4141555	ERX4665533	ERR4795763	573	Klebsiella pneumoniae	401	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000989	SAMEA6375585	ERS4141678	ERX4665534	ERR4795764	573	Klebsiella pneumoniae	497	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000993	SAMEA6375575	ERS4141668	ERX4665536	ERR4795766	573	Klebsiella pneumoniae	473	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G18000560	SAMEA6375465	ERS4141558	ERX4665537	ERR4795767	573	Klebsiella pneumoniae	449	RANDOM	04/11/2020	NIHR_Global_Health_Research_Unit_on_Genomic_Surveillance_of_Antimicrobial_Resistance	SC_RUN_32979_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
